Recency,Frequency,Monetary
0.35924932975871315,0.13333333333333333,0.13042687812684467
0.06970509383378017,0.13333333333333333,0.1769235776153271
0.38069705093833783,0.13333333333333333,0.3087061231727106
0.1769436997319035,0.13333333333333333,0.05765177751791657
0.3002680965147453,0.0,0.266168690815802
0.9463806970509383,0.0,0.140661718330913
0.2064343163538874,0.13333333333333333,0.3651907697901633
0.07506702412868632,0.5333333333333333,1.0
0.0,0.5333333333333333,0.8989960429773508
0.16890080428954424,0.0,0.13982677084058112
0.21179624664879357,0.2666666666666667,0.5864518547281146
0.38069705093833783,0.0,0.2590716371479809
0.10455764075067024,0.13333333333333333,0.0848279716387191
0.05093833780160858,1.0,0.6851641951173526
0.02412868632707775,0.6666666666666667,1.0
0.0,0.2666666666666667,0.5742777816432754
0.21715817694369974,0.13333333333333333,0.08643951007435968
0.02412868632707775,0.4,0.48268493974686716
0.1581769436997319,0.4,0.6603402186574853
0.03753351206434316,0.0,0.05452745787667465
0.08042895442359249,0.0,0.15239138388057555
0.3485254691689008,0.0,0.4553740766760111
0.24396782841823056,0.13333333333333333,0.31436221907495887
0.11528150134048257,0.2666666666666667,1.0
0.0777479892761394,0.0,0.16106406426402292
0.058981233243967826,0.13333333333333333,1.0
0.05093833780160858,1.0,1.0
0.0777479892761394,0.13333333333333333,0.2738852216538693
0.09651474530831099,0.0,0.1577197853376936
0.20107238605898123,0.0,0.14494419094261526
0.12332439678284182,0.13333333333333333,0.4913396642703074
0.5281501340482574,0.0,0.02004322873296718
0.4450402144772118,0.0,0.04105158494131799
0.21179624664879357,0.0,0.3858175639733624
0.9571045576407506,0.0,0.07373125015430815
0.10187667560321716,0.13333333333333333,0.15822254941789343
0.021447721179624665,0.8,1.0
0.13404825737265416,0.13333333333333333,0.2674570237713141
0.04289544235924933,0.5333333333333333,0.55207536074445
0.01876675603217158,0.0,0.09795370530393657
0.013404825737265416,0.2666666666666667,0.8604717453320374
0.021447721179624665,0.8,1.0
0.23056300268096516,0.0,0.14916830700929437
0.058981233243967826,1.0,1.0
0.005361930294906166,1.0,1.0
0.10455764075067024,0.13333333333333333,0.23156774858204812
0.021447721179624665,0.13333333333333333,0.4305231664261329
0.6085790884718498,0.0,0.07038248226297703
0.09383378016085792,0.4,0.46920008888150694
0.09383378016085792,0.2666666666666667,0.279595185136139
0.05630026809651474,0.13333333333333333,1.0
0.20911528150134048,0.0,0.18901684933013416
0.6595174262734584,0.0,0.18492291324850682
0.10455764075067024,0.0,0.08706796517460949
0.6380697050938338,0.0,0.09913879206440765
0.005361930294906166,1.0,1.0
0.00804289544235925,0.9333333333333333,0.7491274574277782
0.6273458445040214,0.13333333333333333,0.7549316891750852
0.045576407506702415,0.0,0.08672231486947211
0.01876675603217158,0.0,0.059366562148598194
0.10455764075067024,0.0,0.09406626161239132
0.07506702412868632,0.13333333333333333,0.2759501455546901
0.5656836461126006,0.13333333333333333,1.0
0.24664879356568364,0.13333333333333333,0.19475374660241457
0.289544235924933,0.2666666666666667,0.1855064786987388
0.09919571045576407,1.0,1.0
0.13672922252010725,0.13333333333333333,0.22241923790841162
0.05093833780160858,0.2666666666666667,1.0
0.02412868632707775,0.8,0.9808612977148923
0.0777479892761394,0.5333333333333333,0.3078397529273662
0.07506702412868632,0.9333333333333333,0.5816217283861946
0.5067024128686327,0.4,0.18919191896520374
0.1554959785522788,0.0,0.06705167023165302
0.05630026809651474,0.0,0.03279188933803478
0.21179624664879357,0.0,0.03228912525783492
0.16085790884718498,0.0,0.7068144733209586
0.20911528150134048,0.13333333333333333,0.35174183064481734
0.058981233243967826,0.5333333333333333,0.850654378873135
0.13941018766756033,0.0,0.48605166349820544
0.19839142091152814,0.0,0.2577967710874742
0.15281501340482573,0.2666666666666667,1.0
0.005361930294906166,0.4,0.9260016564280856
0.2546916890080429,0.0,0.18703272679934546
0.0777479892761394,0.0,0.1567681247573153
0.05630026809651474,0.0,0.07719224217068389
0.04289544235924933,1.0,0.9577341500256993
0.03753351206434316,0.2666666666666667,0.5988548650280447
0.002680965147453083,1.0,1.0
0.6219839142091153,0.0,0.07916289780646722
0.28418230563002683,0.13333333333333333,0.2861176512837317
0.5656836461126006,0.0,0.3031173617454891
0.06166219839142091,0.9333333333333333,1.0
0.026809651474530828,0.8,1.0
0.010723860589812333,0.2666666666666667,0.346148580252594
0.02412868632707775,0.13333333333333333,0.4955503134419812
0.15281501340482573,0.0,0.23124903206692143
0.1554959785522788,0.2666666666666667,0.4904688050599613
0.2386058981233244,0.13333333333333333,0.7102575094773272
0.17962466487935658,0.6666666666666667,1.0
0.08847184986595175,0.0,0.24525011390748688
0.6380697050938338,0.0,0.17989527244650833
0.06166219839142091,0.2666666666666667,0.47276432709292376
0.30831099195710454,0.0,0.08104826310721666
0.06702412868632708,0.2666666666666667,0.39682001719273585
0.34316353887399464,0.6666666666666667,0.3645443588299064
0.34584450402144773,0.0,0.21284876452460735
0.08847184986595175,0.2666666666666667,0.5541761963652849
0.010723860589812333,0.13333333333333333,0.5167247613553981
0.058981233243967826,1.0,1.0
0.4128686327077748,0.0,0.13823767722994945
0.2868632707774799,0.2666666666666667,0.2565263939919692
0.00804289544235925,0.0,0.0990669686243791
0.8954423592493298,0.0,0.0494908391446726
0.8873994638069705,0.0,0.36819837634135877
0.3967828418230563,0.0,0.3364793496387505
0.026809651474530828,0.4,0.19375719637201844
0.045576407506702415,0.5333333333333333,1.0
0.029490616621983913,0.4,0.5214965311522948
0.04825737265415549,0.0,0.2987406208687493
0.0777479892761394,0.0,0.0394714692606899
0.029490616621983913,0.0,0.10834117031806559
0.0,1.0,1.0
0.021447721179624665,1.0,0.5628488767487324
0.868632707774799,0.0,0.026597117635572348
0.1554959785522788,0.0,0.2221050103582867
0.029490616621983913,0.13333333333333333,0.5204954919568969
0.40214477211796246,0.2666666666666667,0.6909325151446456
0.026809651474530828,0.5333333333333333,1.0
0.8820375335120644,0.0,0.09292157553693631
0.013404825737265416,0.13333333333333333,0.26914487461198505
0.10187667560321716,0.4,0.7678778642402314
0.064343163538874,0.4,0.2755506276695313
0.1126005361930295,1.0,1.0
0.1554959785522788,0.2666666666666667,0.09043019996094599
0.0,0.4,0.3856290274432874
0.03753351206434316,1.0,1.0
0.00804289544235925,1.0,1.0
0.010723860589812333,1.0,1.0
0.01876675603217158,0.8,0.9449450887356156
0.07506702412868632,0.6666666666666667,1.0
0.9946380697050938,0.0,0.03833127215023668
0.30294906166219837,0.0,1.0
0.06702412868632708,0.13333333333333333,0.539438924264427
0.5495978552278821,0.0,0.1607318808538909
0.07506702412868632,0.4,0.24350390652179277
0.34048257372654156,0.13333333333333333,0.17752060996056443
0.18766756032171583,0.13333333333333333,0.34662441054278315
0.01876675603217158,0.4,0.23537887986856307
0.07506702412868632,0.2666666666666667,0.36755196538110185
0.01876675603217158,0.4,1.0
0.21179624664879357,0.13333333333333333,0.3564058652816713
0.05093833780160858,0.0,0.0966249716634084
0.19034852546916892,0.0,0.12560124074992646
0.01876675603217158,0.9333333333333333,0.8183966763703127
0.040214477211796246,1.0,1.0
0.0777479892761394,1.0,1.0
0.040214477211796246,1.0,1.0
0.257372654155496,0.2666666666666667,0.49902477235336223
0.07506702412868632,1.0,1.0
0.0,0.0,0.34939859091388586
0.02412868632707775,0.4,1.0
0.28418230563002683,0.0,0.1337756460181758
0.00804289544235925,0.13333333333333333,0.4642218266945281
0.40482573726541554,0.13333333333333333,0.40512011348103516
0.19034852546916892,0.0,0.1052662292918433
0.013404825737265416,0.13333333333333333,0.2878324359144134
0.005361930294906166,1.0,1.0
0.08310991957104558,0.5333333333333333,0.9535279898190272
0.22788203753351208,0.4,0.41733009828588863
0.00804289544235925,0.5333333333333333,0.3079744218774198
0.013404825737265416,0.4,0.44865409606833995
0.9946380697050938,0.0,0.18245398249752542
0.07506702412868632,0.5333333333333333,0.8201473727210085
0.026809651474530828,0.2666666666666667,0.6087081432069614
0.19034852546916892,0.2666666666666667,0.28202371520210434
0.30294906166219837,0.0,0.20167124167016426
0.06166219839142091,1.0,1.0
0.47989276139410186,0.0,0.10365469085620273
0.6273458445040214,0.0,0.15356749271104306
0.9436997319034852,0.0,0.0403333505410325
0.903485254691689,0.0,0.14186027198638942
0.8900804289544236,0.0,0.06726714055173869
0.9973190348525469,0.0,0.06805270942705093
0.20911528150134048,0.13333333333333333,0.3231112118634366
0.16890080428954424,0.0,0.1902647816006302
0.35924932975871315,0.13333333333333333,0.24077910476570963
0.13672922252010725,0.6666666666666667,1.0
0.005361930294906166,1.0,1.0
0.0,1.0,1.0
0.00804289544235925,0.5333333333333333,1.0
0.34316353887399464,0.0,0.12113472057315103
0.21715817694369974,0.0,0.7729414167622441
0.058981233243967826,0.4,1.0
0.6300268096514745,0.0,0.23964339662025827
0.9785522788203753,0.0,0.015554263731182821
0.23056300268096516,0.0,0.038394117660261656
0.040214477211796246,1.0,1.0
0.3109919571045576,0.0,0.45354257895528316
0.13941018766756033,0.13333333333333333,0.4801800972758715
0.01876675603217158,0.13333333333333333,0.6342997326821341
0.3699731903485255,0.13333333333333333,0.16677851671129443
0.00804289544235925,0.6666666666666667,1.0
0.6380697050938338,0.0,0.35758646307714054
0.5630026809651475,0.0,0.20516814540655431
0.1581769436997319,0.0,0.35333541322045076
0.045576407506702415,0.2666666666666667,0.3969726420027966
0.05093833780160858,0.2666666666666667,0.17723331620045019
0.09919571045576407,0.6666666666666667,1.0
0.16890080428954424,0.0,0.11127695342923256
0.010723860589812333,0.4,0.6600753697223799
0.005361930294906166,0.6666666666666667,0.6787853758498171
0.02412868632707775,0.13333333333333333,0.22959709294626482
0.9758713136729222,0.0,0.1288332955512112
0.02412868632707775,0.2666666666666667,0.19352377019192565
0.1742627345844504,0.0,0.03885199209044367
0.514745308310992,0.0,0.14354363386205857
1.0,0.0,0.022287711233859364
0.6863270777479893,0.0,0.17021706390266125
0.8954423592493298,0.13333333333333333,0.22289057923359898
0.14209115281501342,0.13333333333333333,0.3721621324379344
0.04825737265415549,0.0,0.14868798775410344
0.9785522788203753,0.0,0.11234981606465902
0.026809651474530828,0.2666666666666667,0.1362176429791465
0.49865951742627346,0.0,0.19025580367062664
0.09651474530831099,0.2666666666666667,0.2154254304356316
0.4745308310991957,0.0,0.19749650421850484
0.11796246648793565,0.0,0.10140123042530697
0.2707774798927614,0.0,0.03279188933803478
0.3941018766756032,0.13333333333333333,0.4198573855818932
0.2546916890080429,0.13333333333333333,0.23508709714344708
0.00804289544235925,0.4,0.4213297661024785
0.5737265415549598,0.0,0.039938321620875475
0.18766756032171583,0.13333333333333333,0.3946383802018687
0.19839142091152814,0.2666666666666667,0.05002951494488673
0.1581769436997319,0.0,0.172407678823532
0.005361930294906166,0.6666666666666667,0.512455755638701
0.013404825737265416,0.2666666666666667,0.18864875419998783
0.005361930294906166,0.6666666666666667,0.44885609949342026
0.900804289544236,0.13333333333333333,0.10562534649198606
0.09919571045576407,0.6666666666666667,0.6533464111847053
0.08579088471849866,0.13333333333333333,0.1702574645876773
0.38873994638069703,0.0,0.18567705936880657
0.1581769436997319,0.2666666666666667,0.7788848064246067
0.4638069705093834,0.0,0.05851365879825916
0.08847184986595175,0.13333333333333333,0.2999526414192311
0.005361930294906166,1.0,1.0
0.3833780160857909,0.4,1.0
0.010723860589812333,1.0,1.0
0.18766756032171583,0.0,0.23801839128961227
0.1742627345844504,0.8,0.6920682232900971
0.0777479892761394,0.13333333333333333,0.14463894132249397
0.058981233243967826,0.0,0.37022289955716353
0.08310991957104558,0.0,0.09825895492405791
0.257372654155496,0.0,0.05748568581285055
0.35924932975871315,0.5333333333333333,0.5841714605072081
0.20911528150134048,0.13333333333333333,0.36447702435487955
0.9973190348525469,0.0,0.015419594781129288
0.01876675603217158,0.6666666666666667,0.966523543499193
0.5630026809651475,0.0,0.13514029137871825
0.13941018766756033,0.0,0.07238456065377284
0.3699731903485255,0.0,0.027943807136107657
0.06970509383378017,0.13333333333333333,0.70228959659916
0.06970509383378017,0.5333333333333333,1.0
0.4959785522788204,0.4,0.5263715471442327
0.225201072386059,0.13333333333333333,0.09376998992227355
0.8739946380697051,0.13333333333333333,0.26633927148586983
0.3833780160857909,0.13333333333333333,0.03279188933803478
0.15281501340482573,0.13333333333333333,0.8419816984896876
0.00804289544235925,1.0,0.6155358589746754
0.6327077747989276,0.0,0.24063545788565252
0.11796246648793565,0.2666666666666667,0.12567755315495682
0.02412868632707775,0.13333333333333333,0.22240577101340628
0.064343163538874,0.4,0.31410185910485544
0.2359249329758713,0.0,0.07797332208099438
0.16890080428954424,0.2666666666666667,0.5220980524625339
0.17962466487935658,0.13333333333333333,0.6170755739702876
0.5737265415549598,0.13333333333333333,0.07857933235623527
0.064343163538874,0.0,0.16446221077037368
0.4959785522788204,0.13333333333333333,0.03279188933803478
0.08042895442359249,0.0,0.07756931523083378
0.1126005361930295,0.13333333333333333,0.16566525339085192
0.546916890080429,0.0,0.028886489786482377
0.021447721179624665,1.0,1.0
0.04825737265415549,0.13333333333333333,0.21534014010059765
0.029490616621983913,0.5333333333333333,0.7632048516733738
0.4718498659517426,0.0,0.015554263731182821
0.10455764075067024,0.5333333333333333,0.7372317001730495
0.06166219839142091,0.9333333333333333,0.9654731256887754
0.005361930294906166,0.5333333333333333,0.3985527576834247
0.010723860589812333,0.2666666666666667,0.5001021239537906
0.3967828418230563,0.13333333333333333,0.1615578504142192
0.3699731903485255,0.2666666666666667,0.7279978991643791
0.34316353887399464,0.0,0.03279188933803478
0.021447721179624665,0.6666666666666667,0.5093000132424467
0.045576407506702415,0.0,0.07138801042337671
0.02412868632707775,1.0,1.0
0.4316353887399464,0.0,0.18029030136666535
0.17158176943699732,0.0,0.07589493128516821
0.2359249329758713,0.2666666666666667,0.20023028390459152
0.010723860589812333,0.13333333333333333,0.3098732540731745
0.09383378016085792,0.5333333333333333,0.8150838201989957
0.20911528150134048,0.13333333333333333,0.18496780289852466
0.05630026809651474,1.0,1.0
0.064343163538874,0.13333333333333333,0.22131944148297442
0.005361930294906166,0.6666666666666667,0.7717069513867534
0.045576407506702415,0.4,0.39563493043226483
0.040214477211796246,0.2666666666666667,0.5463474414021732
0.06702412868632708,0.0,0.04955368465469758
0.17158176943699732,0.6666666666666667,0.4637325295093337
0.1447721179624665,0.13333333333333333,0.3965282344676199
0.3512064343163539,0.2666666666666667,0.3015911136448824
0.09383378016085792,0.13333333333333333,0.26905060634694755
0.3833780160857909,0.6666666666666667,0.6572922114212736
0.04289544235924933,0.5333333333333333,0.6878171734334072
0.08042895442359249,0.9333333333333333,1.0
0.005361930294906166,0.2666666666666667,0.3269986555549819
0.021447721179624665,0.5333333333333333,0.42327348794825115
0.013404825737265416,0.4,0.621290712106963
0.02412868632707775,0.0,0.14638514870818808
0.002680965147453083,1.0,1.0
0.02412868632707775,0.9333333333333333,1.0
0.01876675603217158,0.13333333333333333,0.11789817680686449
0.021447721179624665,0.9333333333333333,0.8155686284191884
0.2386058981233244,0.0,0.3438816529266929
0.02412868632707775,0.0,0.07022087952291278
0.9597855227882037,0.13333333333333333,0.2935558662916884
0.3002680965147453,0.0,0.049109277119520935
0.01876675603217158,0.4,0.18033070205168142
0.00804289544235925,1.0,1.0
0.5281501340482574,0.0,0.06331685135016843
0.5656836461126006,0.0,0.18631449239905998
0.41823056300268097,0.0,0.0159313367913327
0.42091152815013405,0.6666666666666667,0.2568810222271102
0.0777479892761394,0.13333333333333333,0.1654048934207484
0.6487935656836461,0.0,0.17362867730401738
0.04825737265415549,0.0,0.0420840468917284
0.0,0.13333333333333333,0.5480442701728476
0.19571045576407506,0.13333333333333333,0.24393035819696227
0.00804289544235925,1.0,0.5592711716423103
0.08310991957104558,0.13333333333333333,0.13119000217714802
0.06166219839142091,0.13333333333333333,0.22261226340348833
0.06166219839142091,0.2666666666666667,0.138309500669978
0.010723860589812333,0.13333333333333333,0.27744945986528613
0.22788203753351208,0.0,0.04981404462480108
0.058981233243967826,0.2666666666666667,0.37478817696397826
0.5254691689008043,0.2666666666666667,0.18585661796887798
0.28418230563002683,0.13333333333333333,0.10611913264218234
0.010723860589812333,0.9333333333333333,1.0
0.28150134048257375,0.2666666666666667,0.05552849707207257
0.029490616621983913,1.0,1.0
0.4638069705093834,0.13333333333333333,0.2124851583594628
0.15013404825737264,0.0,0.034933125643885905
0.8659517426273459,0.0,0.10132491802027661
0.9973190348525469,0.0,0.021008356208350818
0.02412868632707775,0.8,0.5622069547534773
0.002680965147453083,1.0,1.0
0.026809651474530828,0.9333333333333333,0.8937529318552667
0.14209115281501342,0.5333333333333333,1.0
0.19571045576407506,0.2666666666666667,0.35289549465027586
0.01876675603217158,0.0,0.015554263731182821
0.04289544235924933,1.0,1.0
0.010723860589812333,0.9333333333333333,0.9881154651577758
0.17158176943699732,0.13333333333333333,0.3020848997950787
0.002680965147453083,0.4,0.3046076981260815
0.30294906166219837,0.5333333333333333,0.39478202708192583
0.058981233243967826,0.13333333333333333,0.2951808716223343
0.08042895442359249,0.2666666666666667,0.10232595721567454
0.029490616621983913,0.13333333333333333,0.328475525040569
0.13941018766756033,0.13333333333333333,0.446800153522603
0.9571045576407506,0.0,0.0838538662333319
0.1447721179624665,0.13333333333333333,0.2868538415440243
0.19571045576407506,0.0,0.19299407232171512
0.3699731903485255,0.2666666666666667,0.3869128714337978
0.21447721179624665,0.13333333333333333,0.13422454251835425
0.021447721179624665,0.13333333333333333,0.30221507978013046
0.26541554959785524,0.0,0.13248282409766188
0.08042895442359249,0.0,0.17113730172802705
0.08310991957104558,1.0,1.0
0.03753351206434316,0.4,0.8096566615118385
0.17158176943699732,0.0,0.10488466726669164
0.03753351206434316,1.0,1.0
0.5683646112600537,0.0,0.1413799527311985
0.20911528150134048,0.2666666666666667,0.5423836853055974
0.064343163538874,0.2666666666666667,0.08183383198252893
0.6675603217158177,0.0,0.0578178692229826
0.67828418230563,0.0,0.12613093862013702
0.19302949061662197,0.0,0.09880660865427561
0.5120643431635389,0.0,0.10995719771870796
0.032171581769437,0.4,0.48240213495175477
1.0,0.0,0.09072647165106376
0.064343163538874,0.13333333333333333,0.208983765658071
0.21983914209115282,0.0,0.05014622803493312
0.026809651474530828,0.0,0.015554263731182821
0.0,1.0,1.0
0.514745308310992,0.0,0.09815121976401509
0.34584450402144773,0.0,0.30689258131198976
0.002680965147453083,0.13333333333333333,0.18505309323355856
0.00804289544235925,1.0,1.0
0.010723860589812333,0.5333333333333333,0.07162143660346951
0.47989276139410186,0.0,0.02438854685469444
0.029490616621983913,0.9333333333333333,1.0
0.3378016085790885,0.9333333333333333,0.5938631359460605
0.010723860589812333,0.13333333333333333,0.13466895005353088
0.42091152815013405,0.0,0.06025537721895151
0.005361930294906166,1.0,1.0
0.021447721179624665,1.0,1.0
0.07506702412868632,0.0,0.15301535001582356
0.18766756032171583,0.4,0.1627160033846796
0.8847184986595175,0.5333333333333333,1.0
0.05630026809651474,1.0,0.3775444014750739
0.18766756032171583,0.0,0.03171453773760652
0.08579088471849866,0.9333333333333333,1.0
0.002680965147453083,1.0,1.0
0.26541554959785524,0.0,0.015554263731182821
0.6273458445040214,0.0,0.04374047497738683
0.002680965147453083,1.0,1.0
0.10455764075067024,0.0,0.09502690012277316
0.00804289544235925,0.5333333333333333,0.22229803585336344
0.35656836461126007,0.0,0.015554263731182821
0.11796246648793565,0.4,0.5667004087202634
0.9973190348525469,0.0,0.11909673046234093
0.1581769436997319,0.13333333333333333,0.3457355954724298
0.08310991957104558,0.5333333333333333,0.42356527067336713
0.0,1.0,1.0
0.029490616621983913,0.4,1.0
0.3699731903485255,0.0,0.2232766302237524
0.05630026809651474,0.6666666666666667,0.3495916164089626
0.05093833780160858,0.4,0.3944677995318009
0.6380697050938338,0.0,0.012052871029791013
0.2520107238605898,0.13333333333333333,0.4123742809239187
0.2386058981233244,0.2666666666666667,1.0
0.010723860589812333,0.8,0.8348801558568647
0.2064343163538874,0.0,0.11465714407557619
0.2520107238605898,0.0,0.026776676235643726
0.06166219839142091,0.2666666666666667,0.3770057256748597
0.22788203753351208,0.4,0.7806893703553239
0.5254691689008043,0.0,0.015554263731182821
0.15013404825737264,0.5333333333333333,1.0
0.026809651474530828,0.8,1.0
0.058981233243967826,0.6666666666666667,0.43033014093105615
0.04289544235924933,0.6666666666666667,1.0
0.289544235924933,0.2666666666666667,0.18796194255471485
0.225201072386059,0.2666666666666667,0.7923157897099454
0.05093833780160858,0.0,0.13616826436412685
0.8900804289544236,0.0,0.036742178539605014
0.10455764075067024,0.4,0.0856359853390403
0.06970509383378017,0.0,0.09245472317675073
0.026809651474530828,0.4,0.06726714055173869
0.0777479892761394,0.9333333333333333,1.0
0.03753351206434316,0.2666666666666667,0.5344427062174409
0.013404825737265416,0.0,0.1350594900086861
0.08847184986595175,0.4,0.4307655705362292
0.13136729222520108,0.2666666666666667,0.6750281121433236
0.2520107238605898,0.2666666666666667,0.4223667170178907
0.021447721179624665,0.4,0.6236519076979016
0.058981233243967826,0.0,0.039525336840711314
0.32707774798927614,0.4,0.7058179230905626
0.12332439678284182,0.13333333333333333,0.35684129488684435
0.04825737265415549,0.4,0.3520336133699333
0.09651474530831099,0.13333333333333333,0.20362394144594048
0.16890080428954424,0.13333333333333333,0.16480337211050933
0.06970509383378017,0.0,0.047161066308746516
0.05630026809651474,0.13333333333333333,0.12026386136280487
0.010723860589812333,0.13333333333333333,0.15706888541243483
0.04289544235924933,0.13333333333333333,0.9181639235349701
0.12332439678284182,0.0,0.21445581399524613
0.17158176943699732,0.0,0.1251074545997302
0.06970509383378017,1.0,1.0
0.12064343163538874,0.0,0.05271391601595377
0.01876675603217158,0.9333333333333333,0.8877601635778846
0.03753351206434316,1.0,0.6296132532202712
0.10455764075067024,0.2666666666666667,0.6898102738941996
0.903485254691689,0.0,0.10426519009644539
0.029490616621983913,0.0,0.022287711233859364
0.04825737265415549,0.13333333333333333,0.11533497779084563
0.2546916890080429,0.13333333333333333,0.4076833124970541
0.16353887399463807,0.0,0.048628957864330004
0.36193029490616624,0.0,0.025564655685161947
0.029490616621983913,0.2666666666666667,0.5688416450261146
0.026809651474530828,0.5333333333333333,1.0
0.00804289544235925,1.0,1.0
0.05093833780160858,0.4,0.3555798957213429
