CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12617,30,1.0,352.98,3,Occasional
12618,22,1.0,175.71,3,Occasional
12619,17,8.5,2137.28,2,Churn Risk
12620,15,3.0,1337.81,1,Regular
12621,2,8.5,2231.4350000000004,2,Churn Risk
12622,233,1.0,180.1,0,VIP
12624,107,2.0,641.13,3,Occasional
12625,212,1.0,679.0,0,VIP
12626,24,8.0,2231.4350000000004,2,Churn Risk
12627,11,7.0,2231.4350000000004,2,Churn Risk
12628,5,3.0,774.86,1,Regular
12630,10,2.0,1107.68,1,Regular
12631,58,1.0,518.9,3,Occasional
12633,59,3.0,1096.36,1,Regular
12635,90,2.0,1585.98,1,Regular
12637,68,6.0,2231.4350000000004,2,Churn Risk
12638,34,1.0,550.09,3,Occasional
12639,239,1.0,404.5,0,VIP
12640,24,3.0,1056.92,1,Regular
12641,116,1.0,184.3,3,Occasional
12642,26,3.0,887.74,1,Regular
12643,129,6.0,815.8400000000001,1,Regular
12644,130,1.0,477.91,3,Occasional
12645,34,3.0,1238.28,1,Regular
12646,5,2.0,1154.85,1,Regular
12647,23,8.5,2231.4350000000004,2,Churn Risk
12648,155,1.0,311.7,3,Occasional
12649,108,3.0,575.21,3,Occasional
12650,4,1.0,224.44,3,Occasional
12651,335,1.0,114.0,0,VIP
12652,332,1.0,823.98,0,VIP
12653,149,1.0,753.32,3,Occasional
12654,11,4.0,435.38,3,Occasional
12656,18,5.0,2231.4350000000004,2,Churn Risk
12657,12,4.0,1165.48,1,Regular
12658,19,1.0,669.25,3,Occasional
12659,30,1.0,91.68,3,Occasional
12660,12,1.0,245.1,3,Occasional
12662,1,8.5,2231.4350000000004,2,Churn Risk
12664,9,8.5,1257.6,2,Churn Risk
12665,325,1.0,63.0,0,VIP
12667,59,1.0,498.53,3,Occasional
12668,12,2.0,1163.25,1,Regular
12669,151,3.0,1542.93,1,Regular
12670,11,5.0,2231.4350000000004,2,Churn Risk
12672,330,1.0,210.75,0,VIP
12673,6,2.0,603.32,3,Occasional
12674,39,4.0,1714.34,1,Regular
12676,25,4.0,617.59,1,Regular
12678,43,8.5,2231.4350000000004,2,Churn Risk
12679,59,3.0,205.2,3,Occasional
12680,1,4.0,862.81,1,Regular
12681,15,8.5,2231.4350000000004,2,Churn Risk
12682,4,8.5,2231.4350000000004,2,Churn Risk
12683,5,8.5,2231.4350000000004,2,Churn Risk
12684,8,7.0,2108.79,2,Churn Risk
12685,29,6.0,2231.4350000000004,2,Churn Risk
12686,372,1.0,89.14,0,VIP
12688,114,1.0,2231.4350000000004,1,Regular
12689,26,2.0,1205.45,1,Regular
12690,206,1.0,361.81,0,VIP
12691,29,4.0,546.2,1,Regular
12693,128,2.0,399.21,3,Occasional
12694,71,2.0,775.9200000000001,3,Occasional
12695,8,4.0,528.1,3,Occasional
12697,29,3.0,822.5400000000001,1,Regular
12700,8,4.0,2231.4350000000004,1,Regular
12701,80,2.0,797.71,3,Occasional
12702,20,1.0,219.0,3,Occasional
12703,72,1.0,283.55,3,Occasional
12704,8,8.0,1826.88,2,Churn Risk
12705,16,8.5,2231.4350000000004,2,Churn Risk
12708,30,8.5,2231.4350000000004,2,Churn Risk
12709,16,8.5,2231.4350000000004,2,Churn Risk
12710,97,3.0,1115.42,1,Regular
12712,29,8.5,2231.4350000000004,2,Churn Risk
12713,1,1.0,782.1,3,Occasional
12714,10,4.0,2231.4350000000004,1,Regular
12715,107,1.0,301.76,3,Occasional
12716,4,2.0,1037.89,1,Regular
12717,152,2.0,906.23,3,Occasional
12718,72,1.0,238.25,3,Occasional
12719,6,2.0,644.95,3,Occasional
12720,3,8.5,2231.4350000000004,2,Churn Risk
12721,32,5.0,2127.91,2,Churn Risk
12722,86,4.0,933.43,1,Regular
12723,4,5.0,689.82,1,Regular
12724,6,4.0,1003.21,1,Regular
12725,372,1.0,410.2000000000001,0,VIP
12726,29,5.0,1830.78,1,Regular
12727,11,3.0,1359.76,1,Regular
12728,72,3.0,632.01,3,Occasional
12729,114,1.0,453.01,3,Occasional
12731,24,8.5,2231.4350000000004,2,Churn Risk
12732,180,1.0,234.66000000000005,0,VIP
12733,235,1.0,345.85,0,VIP
12734,353,1.0,93.6,0,VIP
12735,338,1.0,319.77,0,VIP
12736,333,1.0,153.60000000000002,0,VIP
12738,373,1.0,155.35,0,VIP
12739,79,2.0,723.54,3,Occasional
12740,64,1.0,427.6,3,Occasional
12743,135,2.0,540.13,3,Occasional
12744,52,6.0,2231.4350000000004,2,Churn Risk
12747,3,8.5,2231.4350000000004,2,Churn Risk
12748,1,8.5,2231.4350000000004,2,Churn Risk
12749,4,5.0,2231.4350000000004,2,Churn Risk
12750,129,1.0,273.6,3,Occasional
12752,82,1.0,1725.62,1,Regular
12753,23,4.0,2231.4350000000004,1,Regular
12754,236,1.0,537.6000000000001,0,VIP
12755,366,1.0,38.400000000000006,0,VIP
12756,87,1.0,89.28,3,Occasional
12757,16,8.5,2231.4350000000004,2,Churn Risk
12758,117,1.0,1014.1,3,Occasional
12759,53,2.0,1073.44,1,Regular
12762,8,2.0,1416.7700000000002,1,Regular
12763,139,2.0,375.28,3,Occasional
12766,4,6.0,2231.4350000000004,2,Churn Risk
12769,239,1.0,800.34,0,VIP
12770,211,1.0,460.80000000000007,0,VIP
12772,60,1.0,790.87,3,Occasional
12775,18,3.0,888.08,1,Regular
12778,20,3.0,398.57,3,Occasional
12779,38,6.0,2231.4350000000004,2,Churn Risk
12781,64,1.0,251.64,3,Occasional
12782,5,4.0,1474.19,1,Regular
12783,3,6.0,1515.87,1,Regular
12784,10,2.0,515.22,3,Occasional
12785,365,1.0,290.75,0,VIP
12787,10,3.0,434.86,3,Occasional
12789,66,1.0,90.3,3,Occasional
12790,193,1.0,323.52000000000004,0,VIP
12791,374,1.0,53.400000000000006,0,VIP
12792,257,1.0,382.94,0,VIP
12793,335,2.0,500.28,0,VIP
12794,54,2.0,832.8100000000001,3,Occasional
12795,19,1.0,334.98,3,Occasional
12797,366,1.0,254.03,0,VIP
12798,11,3.0,307.20000000000005,3,Occasional
12802,187,1.0,427.58,0,VIP
12808,37,3.0,483.65,3,Occasional
12809,178,1.0,443.71,0,VIP
12812,45,1.0,229.64,3,Occasional
12814,102,1.0,76.80000000000001,3,Occasional
12815,148,2.0,939.06,3,Occasional
12816,96,2.0,527.45,3,Occasional
12820,4,4.0,942.34,1,Regular
12821,215,1.0,92.72,0,VIP
12822,71,2.0,882.88,3,Occasional
12823,75,3.0,115.20000000000002,3,Occasional
12824,60,1.0,387.82,3,Occasional
12826,3,6.0,1145.34,1,Regular
12827,6,3.0,424.0,3,Occasional
12828,3,6.0,1003.66,1,Regular
12829,337,2.0,239.05,0,VIP
12830,38,6.0,1459.2000000000005,1,Regular
12832,33,2.0,383.03,3,Occasional
12833,146,1.0,417.38,3,Occasional
12836,60,3.0,1738.86,1,Regular
12837,174,1.0,134.1,0,VIP
12838,34,2.0,671.95,3,Occasional
12839,3,8.5,2231.4350000000004,2,Churn Risk
12840,144,4.0,2231.4350000000004,1,Regular
12841,5,8.5,2231.4350000000004,2,Churn Risk
12842,71,1.0,533.98,3,Occasional
12843,66,7.0,1545.46,2,Churn Risk
12844,30,2.0,325.96000000000004,3,Occasional
12847,23,1.0,828.49,3,Occasional
12849,32,1.0,222.64,3,Occasional
12851,97,1.0,131.81,3,Occasional
12853,135,5.0,1305.1,1,Regular
12854,79,2.0,815.69,3,Occasional
12855,373,1.0,38.1,0,VIP
12856,8,6.0,2156.86,2,Churn Risk
12857,211,1.0,304.8,0,VIP
12863,53,1.0,165.0,3,Occasional
12864,139,1.0,66.0,3,Occasional
12865,27,2.0,1568.23,1,Regular
12867,27,5.0,2231.4350000000004,2,Churn Risk
12868,186,4.0,1176.34,1,Regular
12871,85,2.0,212.64,3,Occasional
12872,327,2.0,597.07,0,VIP
12875,144,2.0,76.80000000000001,3,Occasional
12876,58,2.0,1879.42,1,Regular
12877,4,8.5,1374.97,2,Churn Risk
12878,237,1.0,539.81,0,VIP
12879,45,3.0,283.72,3,Occasional
12882,10,2.0,499.2000000000001,3,Occasional
12883,25,4.0,703.47,1,Regular
12884,89,1.0,177.45000000000002,3,Occasional
12885,64,3.0,1166.82,1,Regular
12886,68,2.0,1378.4,1,Regular
12888,215,2.0,178.8,0,VIP
12890,25,1.0,370.12,3,Occasional
12891,186,2.0,76.80000000000001,0,VIP
12893,31,1.0,176.55,3,Occasional
12895,43,2.0,372.8,3,Occasional
12897,205,1.0,68.10000000000001,0,VIP
12901,9,8.5,2231.4350000000004,2,Churn Risk
12904,19,2.0,483.46,3,Occasional
12906,12,5.0,1703.93,1,Regular
12908,177,1.0,38.400000000000006,0,VIP
12909,40,5.0,1646.07,1,Regular
12910,24,8.0,2154.52,2,Churn Risk
12912,3,5.0,891.6000000000001,1,Regular
12913,5,3.0,1117.8200000000002,1,Regular
12915,149,2.0,363.65,3,Occasional
12916,139,3.0,1625.5,1,Regular
12917,129,1.0,76.80000000000001,3,Occasional
12919,9,6.0,1138.31,1,Regular
12920,18,1.0,162.78,3,Occasional
12921,10,8.5,2231.4350000000004,2,Churn Risk
12922,162,1.0,405.38,3,Occasional
12923,65,1.0,172.82,3,Occasional
12924,89,3.0,449.80000000000007,3,Occasional
12925,5,2.0,694.05,3,Occasional
12928,36,5.0,1819.5,1,Regular
12930,79,2.0,415.8,3,Occasional
12931,22,8.5,2231.4350000000004,2,Churn Risk
12933,25,2.0,496.78,3,Occasional
12935,3,6.0,1722.87,2,Churn Risk
12936,18,4.0,885.1,1,Regular
12937,16,3.0,1220.84,1,Regular
12938,26,1.0,114.14,3,Occasional
12939,65,6.0,1036.8000000000002,1,Regular
12940,55,2.0,887.09,3,Occasional
12942,132,3.0,675.6,3,Occasional
12944,36,2.0,603.11,3,Occasional
12947,144,6.0,1467.99,1,Regular
12948,17,5.0,1535.99,1,Regular
12949,31,8.0,2231.4350000000004,2,Churn Risk
12950,3,3.0,732.2,3,Occasional
12951,9,5.0,946.67,1,Regular
12952,6,4.0,1387.79,1,Regular
12953,10,1.0,329.85,3,Occasional
12955,2,8.5,2231.4350000000004,2,Churn Risk
12957,10,8.0,2231.4350000000004,2,Churn Risk
12962,8,2.0,266.39,3,Occasional
12963,9,8.0,1820.58,2,Churn Risk
12965,90,1.0,769.8100000000001,3,Occasional
12966,10,1.0,160.18,3,Occasional
12967,359,2.0,657.7,0,VIP
12968,113,1.0,113.15,3,Occasional
12970,8,4.0,405.47,3,Occasional
12971,4,8.5,2231.4350000000004,2,Churn Risk
12974,198,1.0,144.8,0,VIP
12976,212,1.0,418.8,0,VIP
12977,157,1.0,39.24,3,Occasional
12980,158,6.0,576.0000000000001,1,Regular
12981,30,2.0,372.22,3,Occasional
12982,243,1.0,390.54,0,VIP
12984,19,1.0,97.5,3,Occasional
12985,1,2.0,1224.62,1,Regular
12987,74,2.0,547.15,3,Occasional
12989,4,8.5,1249.63,2,Churn Risk
12990,32,2.0,296.00000000000006,3,Occasional
12991,24,2.0,499.66,3,Occasional
12993,24,3.0,311.86,3,Occasional
12994,5,2.0,621.82,3,Occasional
12995,86,1.0,114.72,3,Occasional
12997,23,3.0,838.6600000000001,1,Regular
12999,197,3.0,417.78,0,VIP
13000,107,2.0,240.15000000000003,3,Occasional
13001,5,8.0,2231.4350000000004,2,Churn Risk
13003,106,3.0,127.45000000000002,3,Occasional
13004,12,8.5,2231.4350000000004,2,Churn Risk
13005,174,2.0,477.1,0,VIP
13006,57,1.0,81.57,3,Occasional
13008,324,1.0,229.47,0,VIP
13011,373,1.0,50.55,0,VIP
13012,10,7.0,1256.17,2,Churn Risk
13013,2,8.5,2231.4350000000004,2,Churn Risk
13014,11,8.0,1994.75,2,Churn Risk
13015,54,5.0,2231.4350000000004,2,Churn Risk
13016,74,3.0,789.89,1,Regular
13017,8,1.0,38.400000000000006,3,Occasional
13018,17,8.5,2231.4350000000004,2,Churn Risk
13021,5,8.0,2204.96,2,Churn Risk
13023,65,2.0,676.7,3,Occasional
13026,2,4.0,682.32,1,Regular
13027,114,5.0,883.2000000000002,1,Regular
13028,23,2.0,661.3199999999999,3,Occasional
13029,31,3.0,231.7,3,Occasional
13030,12,2.0,735.49,3,Occasional
13032,53,2.0,999.08,3,Occasional
13033,358,1.0,190.55,0,VIP
13034,55,2.0,642.77,3,Occasional
13035,74,1.0,433.68000000000006,3,Occasional
13037,139,3.0,865.6700000000001,1,Regular
13038,81,2.0,302.76000000000005,3,Occasional
13040,9,2.0,676.99,3,Occasional
13045,100,1.0,298.88,3,Occasional
13046,31,1.0,384.99,3,Occasional
13047,32,8.5,2231.4350000000004,2,Churn Risk
13048,15,4.0,1807.41,1,Regular
13049,65,1.0,237.40000000000003,3,Occasional
13050,15,8.5,2231.4350000000004,2,Churn Risk
13052,213,1.0,318.7,0,VIP
13055,79,3.0,1212.01,1,Regular
13058,25,3.0,186.05,3,Occasional
13059,250,1.0,132.55,0,VIP
13060,254,1.0,284.73,0,VIP
13061,73,1.0,223.86,3,Occasional
13062,192,1.0,248.7,0,VIP
13064,13,4.0,1078.39,1,Regular
13065,374,1.0,205.86,0,VIP
13066,25,2.0,469.3,3,Occasional
13067,83,1.0,115.46,3,Occasional
13068,11,1.0,38.400000000000006,3,Occasional
13069,1,8.5,2231.4350000000004,2,Churn Risk
13070,193,1.0,222.4,0,VIP
13075,130,1.0,687.4100000000001,3,Occasional
13077,2,2.0,415.99,3,Occasional
13078,4,8.5,2231.4350000000004,2,Churn Risk
13079,5,5.0,163.3,3,Occasional
13080,180,1.0,58.08,0,VIP
13081,12,8.0,2231.4350000000004,2,Churn Risk
13082,127,8.0,1326.69,2,Churn Risk
13083,5,2.0,303.75,3,Occasional
13085,158,1.0,137.98000000000002,3,Occasional
13089,3,8.5,2231.4350000000004,2,Churn Risk
13090,9,8.5,2231.4350000000004,2,Churn Risk
13091,29,1.0,344.62,3,Occasional
13092,71,4.0,366.23,3,Occasional
13093,331,5.0,2231.4350000000004,1,Regular
13094,22,8.5,844.8000000000002,2,Churn Risk
13095,71,1.0,74.39999999999999,3,Occasional
13097,33,8.0,2231.4350000000004,2,Churn Risk
13098,2,8.5,2231.4350000000004,2,Churn Risk
13099,100,1.0,38.400000000000006,3,Occasional
13101,235,1.0,101.19,0,VIP
13102,2,8.5,2231.4350000000004,2,Churn Risk
13103,40,1.0,215.44,3,Occasional
13104,4,5.0,498.96,1,Regular
13106,134,1.0,38.400000000000006,3,Occasional
13107,45,4.0,1266.18,1,Regular
13108,373,1.0,269.06,0,VIP
13109,60,2.0,773.94,3,Occasional
13110,32,5.0,947.32,1,Regular
13113,1,8.5,2231.4350000000004,2,Churn Risk
13115,12,4.0,2231.4350000000004,1,Regular
13116,139,1.0,501.14,3,Occasional
13117,22,6.0,782.53,1,Regular
13118,20,4.0,882.5,1,Regular
13120,239,1.0,30.6,0,VIP
13122,95,2.0,922.39,3,Occasional
13124,90,3.0,2231.4350000000004,1,Regular
13126,5,7.0,1863.6,2,Churn Risk
13127,78,1.0,259.17,3,Occasional
13130,95,1.0,63.400000000000006,3,Occasional
13131,24,3.0,843.6,1,Regular
13134,86,4.0,1742.88,1,Regular
13135,197,1.0,38.400000000000006,0,VIP
13136,57,5.0,2231.4350000000004,2,Churn Risk
13137,11,7.0,2231.4350000000004,2,Churn Risk
13138,23,6.0,962.39,1,Regular
13139,17,6.0,2231.4350000000004,2,Churn Risk
13140,109,3.0,422.47,3,Occasional
13141,85,3.0,1768.78,1,Regular
13142,20,1.0,307.09,3,Occasional
13144,333,1.0,85.60000000000001,0,VIP
13145,40,4.0,194.52000000000004,3,Occasional
13146,27,1.0,209.71,3,Occasional
13147,11,4.0,153.60000000000002,3,Occasional
13148,30,8.0,2231.4350000000004,2,Churn Risk
13149,15,3.0,1194.32,1,Regular
13153,6,1.0,304.62,3,Occasional
13155,34,4.0,963.36,1,Regular
13157,50,3.0,1507.5,1,Regular
13158,95,3.0,944.65,1,Regular
13159,9,4.0,1393.05,1,Regular
13160,23,1.0,91.8,3,Occasional
13162,123,4.0,1576.09,1,Regular
13165,47,2.0,798.6800000000001,3,Occasional
13167,19,4.0,787.97,1,Regular
13168,37,2.0,457.36,3,Occasional
13169,64,2.0,370.88000000000005,3,Occasional
13170,27,1.0,108.81,3,Occasional
13171,22,2.0,271.66,3,Occasional
13173,5,2.0,353.65,3,Occasional
13174,17,2.0,2049.13,1,Regular
13176,47,1.0,481.49,3,Occasional
13177,65,1.0,282.45,3,Occasional
13178,27,8.5,2231.4350000000004,2,Churn Risk
13182,46,1.0,121.18,3,Occasional
13183,8,8.0,1981.4,2,Churn Risk
13184,15,8.5,1406.33,2,Churn Risk
13186,40,3.0,1540.43,1,Regular
13187,338,1.0,236.02,0,VIP
13188,12,1.0,53.400000000000006,3,Occasional
13189,19,2.0,260.68,3,Occasional
13192,96,2.0,911.94,3,Occasional
13193,62,1.0,112.08,3,Occasional
13194,136,1.0,60.7,3,Occasional
13196,12,3.0,1270.95,1,Regular
13198,11,5.0,2231.4350000000004,2,Churn Risk
13199,4,8.5,2231.4350000000004,2,Churn Risk
13200,20,4.0,795.87,1,Regular
13203,10,4.0,866.71,1,Regular
13207,16,2.0,217.26,3,Occasional
13208,59,5.0,1033.8,1,Regular
13209,31,8.0,2231.4350000000004,2,Churn Risk
13210,94,1.0,353.48,3,Occasional
13211,11,3.0,635.82,3,Occasional
13212,20,3.0,775.23,1,Regular
13213,57,5.0,1457.58,1,Regular
13217,123,3.0,153.60000000000002,3,Occasional
13218,128,1.0,62.63999999999999,3,Occasional
13220,79,4.0,440.04,3,Occasional
13221,241,2.0,826.41,0,VIP
13223,201,2.0,100.8,0,VIP
13224,61,2.0,1768.99,1,Regular
13225,4,6.0,1075.2000000000005,1,Regular
13227,202,1.0,205.2,0,VIP
13228,82,1.0,76.80000000000001,3,Occasional
13229,226,1.0,160.95,0,VIP
13230,5,8.5,2001.82,2,Churn Risk
13232,13,7.0,1328.35,2,Churn Risk
13233,75,2.0,596.72,3,Occasional
13235,213,1.0,939.27,0,VIP
13236,25,2.0,740.53,3,Occasional
13238,18,4.0,635.13,1,Regular
13240,97,4.0,663.65,1,Regular
13242,113,3.0,270.40000000000003,3,Occasional
13243,204,1.0,585.12,0,VIP
13244,93,1.0,121.74,3,Occasional
13245,51,1.0,430.5,3,Occasional
13246,19,5.0,1125.8300000000002,1,Regular
13247,18,4.0,475.2000000000001,3,Occasional
13248,125,2.0,465.68,3,Occasional
13249,93,2.0,204.53000000000003,3,Occasional
13253,157,2.0,778.6800000000001,3,Occasional
13255,10,2.0,333.71000000000004,3,Occasional
13258,12,3.0,602.38,3,Occasional
13259,62,1.0,283.18,3,Occasional
13260,62,1.0,235.92,3,Occasional
13263,2,8.5,2231.4350000000004,2,Churn Risk
13265,54,4.0,1360.02,1,Regular
